,trip_number,start_time,time
0,7001,34200,09:30:00
1,7003,37800,10:30:00
2,7005,41400,11:30:00
3,7007,45000,12:30:00
4,7009,48600,13:30:00
5,7011,52200,14:30:00
6,7013,55800,15:30:00
7,7015,59400,16:30:00
8,7017,63000,17:30:00
9,7019,66600,18:30:00
10,7021,70200,19:30:00
11,7023,73800,20:30:00
12,7025,77400,21:30:00
13,7027,81000,22:30:00
