,op_max_wait_time,op_max_detour_factor,avg_fs,rq_type,op_reservation_module,op_module,sim_env,scenario_name,rq_file,demand_folder,demand_type,demand_scalar,op_fleet_composition,op_vr_control_func_dict,sample,config_str,op_depot_file,op_dyn_fs_method,op_act_fs_file
301,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_1/IR_D+WT_FB_2/,line91_week/0.5/sample_1.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_1,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
302,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_2/IR_D+WT_FB_2/,line91_week/0.5/sample_2.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_2,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
303,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_3/IR_D+WT_FB_2/,line91_week/0.5/sample_3.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_3,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
304,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_4/IR_D+WT_FB_2/,line91_week/0.5/sample_4.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_4,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
305,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_5/IR_D+WT_FB_2/,line91_week/0.5/sample_5.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_5,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
306,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_6/IR_D+WT_FB_2/,line91_week/0.5/sample_6.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_6,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
307,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_7/IR_D+WT_FB_2/,line91_week/0.5/sample_7.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_7,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
308,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_8/IR_D+WT_FB_2/,line91_week/0.5/sample_8.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_8,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
309,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_9/IR_D+WT_FB_2/,line91_week/0.5/sample_9.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_9,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
310,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_10/IR_D+WT_FB_2/,line91_week/0.5/sample_10.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_10,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
311,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_11/IR_D+WT_FB_2/,line91_week/0.5/sample_11.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_11,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
312,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_12/IR_D+WT_FB_2/,line91_week/0.5/sample_12.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_12,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
313,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_13/IR_D+WT_FB_2/,line91_week/0.5/sample_13.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_13,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
314,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_14/IR_D+WT_FB_2/,line91_week/0.5/sample_14.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_14,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
315,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_15/IR_D+WT_FB_2/,line91_week/0.5/sample_15.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_15,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
316,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_16/IR_D+WT_FB_2/,line91_week/0.5/sample_16.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_16,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
317,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_17/IR_D+WT_FB_2/,line91_week/0.5/sample_17.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_17,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
318,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_18/IR_D+WT_FB_2/,line91_week/0.5/sample_18.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_18,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
319,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_19/IR_D+WT_FB_2/,line91_week/0.5/sample_19.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_19,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
320,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_20/IR_D+WT_FB_2/,line91_week/0.5/sample_20.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_20,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
321,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_21/IR_D+WT_FB_2/,line91_week/0.5/sample_21.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_21,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
322,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_22/IR_D+WT_FB_2/,line91_week/0.5/sample_22.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_22,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
323,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_23/IR_D+WT_FB_2/,line91_week/0.5/sample_23.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_23,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
324,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.5/sample_24/IR_D+WT_FB_2/,line91_week/0.5/sample_24.csv,line91_week,on-demand,0.5,flex_bus:2,func_key:IRS_study_standard,sample_24,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
325,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_0/IR_D+WT_FB_2/,line91_week/0.75/sample_0.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_0,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
326,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_1/IR_D+WT_FB_2/,line91_week/0.75/sample_1.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_1,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
327,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_2/IR_D+WT_FB_2/,line91_week/0.75/sample_2.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_2,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
328,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_3/IR_D+WT_FB_2/,line91_week/0.75/sample_3.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_3,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
329,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_4/IR_D+WT_FB_2/,line91_week/0.75/sample_4.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_4,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
330,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_5/IR_D+WT_FB_2/,line91_week/0.75/sample_5.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_5,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
331,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_6/IR_D+WT_FB_2/,line91_week/0.75/sample_6.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_6,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
332,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_7/IR_D+WT_FB_2/,line91_week/0.75/sample_7.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_7,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
333,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_8/IR_D+WT_FB_2/,line91_week/0.75/sample_8.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_8,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
334,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_9/IR_D+WT_FB_2/,line91_week/0.75/sample_9.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_9,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
335,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_10/IR_D+WT_FB_2/,line91_week/0.75/sample_10.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_10,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
336,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_11/IR_D+WT_FB_2/,line91_week/0.75/sample_11.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_11,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
337,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_12/IR_D+WT_FB_2/,line91_week/0.75/sample_12.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_12,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
338,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_13/IR_D+WT_FB_2/,line91_week/0.75/sample_13.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_13,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
339,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_14/IR_D+WT_FB_2/,line91_week/0.75/sample_14.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_14,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
340,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_15/IR_D+WT_FB_2/,line91_week/0.75/sample_15.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_15,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
341,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_16/IR_D+WT_FB_2/,line91_week/0.75/sample_16.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_16,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
342,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_17/IR_D+WT_FB_2/,line91_week/0.75/sample_17.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_17,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
343,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_18/IR_D+WT_FB_2/,line91_week/0.75/sample_18.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_18,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
344,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_19/IR_D+WT_FB_2/,line91_week/0.75/sample_19.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_19,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
345,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_20/IR_D+WT_FB_2/,line91_week/0.75/sample_20.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_20,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
346,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_21/IR_D+WT_FB_2/,line91_week/0.75/sample_21.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_21,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
347,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_22/IR_D+WT_FB_2/,line91_week/0.75/sample_22.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_22,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
348,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_23/IR_D+WT_FB_2/,line91_week/0.75/sample_23.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_23,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
349,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/0.75/sample_24/IR_D+WT_FB_2/,line91_week/0.75/sample_24.csv,line91_week,on-demand,0.75,flex_bus:2,func_key:IRS_study_standard,sample_24,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
350,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_0/IR_D+WT_FB_2/,line91_week/1.0/sample_0.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_0,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
351,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_1/IR_D+WT_FB_2/,line91_week/1.0/sample_1.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_1,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
352,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_2/IR_D+WT_FB_2/,line91_week/1.0/sample_2.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_2,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
353,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_3/IR_D+WT_FB_2/,line91_week/1.0/sample_3.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_3,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
354,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_4/IR_D+WT_FB_2/,line91_week/1.0/sample_4.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_4,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
355,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_5/IR_D+WT_FB_2/,line91_week/1.0/sample_5.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_5,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
356,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_6/IR_D+WT_FB_2/,line91_week/1.0/sample_6.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_6,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
357,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_7/IR_D+WT_FB_2/,line91_week/1.0/sample_7.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_7,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
358,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_8/IR_D+WT_FB_2/,line91_week/1.0/sample_8.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_8,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
359,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_9/IR_D+WT_FB_2/,line91_week/1.0/sample_9.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_9,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
360,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_10/IR_D+WT_FB_2/,line91_week/1.0/sample_10.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_10,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
361,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_11/IR_D+WT_FB_2/,line91_week/1.0/sample_11.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_11,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
362,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_12/IR_D+WT_FB_2/,line91_week/1.0/sample_12.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_12,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
363,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_13/IR_D+WT_FB_2/,line91_week/1.0/sample_13.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_13,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
364,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_14/IR_D+WT_FB_2/,line91_week/1.0/sample_14.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_14,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
365,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_15/IR_D+WT_FB_2/,line91_week/1.0/sample_15.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_15,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
366,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_16/IR_D+WT_FB_2/,line91_week/1.0/sample_16.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_16,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
367,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_17/IR_D+WT_FB_2/,line91_week/1.0/sample_17.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_17,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
368,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_18/IR_D+WT_FB_2/,line91_week/1.0/sample_18.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_18,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
369,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_19/IR_D+WT_FB_2/,line91_week/1.0/sample_19.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_19,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
370,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_20/IR_D+WT_FB_2/,line91_week/1.0/sample_20.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_20,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
371,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_21/IR_D+WT_FB_2/,line91_week/1.0/sample_21.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_21,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
372,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_22/IR_D+WT_FB_2/,line91_week/1.0/sample_22.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_22,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
373,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_23/IR_D+WT_FB_2/,line91_week/1.0/sample_23.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_23,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
374,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.0/sample_24/IR_D+WT_FB_2/,line91_week/1.0/sample_24.csv,line91_week,on-demand,1.0,flex_bus:2,func_key:IRS_study_standard,sample_24,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
375,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.25/sample_0/IR_D+WT_FB_2/,line91_week/1.25/sample_0.csv,line91_week,on-demand,1.25,flex_bus:2,func_key:IRS_study_standard,sample_0,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
376,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.25/sample_1/IR_D+WT_FB_2/,line91_week/1.25/sample_1.csv,line91_week,on-demand,1.25,flex_bus:2,func_key:IRS_study_standard,sample_1,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
377,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.25/sample_2/IR_D+WT_FB_2/,line91_week/1.25/sample_2.csv,line91_week,on-demand,1.25,flex_bus:2,func_key:IRS_study_standard,sample_2,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
378,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.25/sample_3/IR_D+WT_FB_2/,line91_week/1.25/sample_3.csv,line91_week,on-demand,1.25,flex_bus:2,func_key:IRS_study_standard,sample_3,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
379,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.25/sample_4/IR_D+WT_FB_2/,line91_week/1.25/sample_4.csv,line91_week,on-demand,1.25,flex_bus:2,func_key:IRS_study_standard,sample_4,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
380,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.25/sample_5/IR_D+WT_FB_2/,line91_week/1.25/sample_5.csv,line91_week,on-demand,1.25,flex_bus:2,func_key:IRS_study_standard,sample_5,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
381,3600,75,1.555,BasicRequest,RollingHorizon,PoolingIRSOnly,ImmediateDecisionsSimulation,line91_week/1.25/sample_6/IR_D+WT_FB_2/,line91_week/1.25/sample_6.csv,line91_week,on-demand,1.25,flex_bus:2,func_key:IRS_study_standard,sample_6,IR_D+WT_FB_2,depots.csv,TimeBasedFS,line91.csv
