,trip_number,start_time,time
0,1002,23220,06:27:00
1,1004,25020,06:57:00
2,1006,26820,07:27:00
3,1008,28620,07:57:00
4,1010,56580,15:43:00
5,1012,58380,16:13:00
6,1014,60180,16:43:00
7,1016,61980,17:13:00
8,1018,63780,17:43:00
9,1020,65580,18:13:00
