node_index,is_stop_only,pos_x,pos_y
660,False,4.1623242,51.8385069
661,False,4.1723672,51.8384822
662,False,4.0961552,51.8385382
663,False,4.1344563,51.8385994
664,False,4.1417994,51.8385459
665,False,4.143684,51.8385799
666,False,4.1440276,51.8386033
667,False,4.146389,51.8386798
668,False,4.1470452,51.8386618
669,False,4.1374304,51.8387346
670,False,4.1525479,51.838709
671,False,4.1677772,51.8387989
672,False,4.1297799,51.8388028
673,False,4.1435814,51.8388551
674,False,4.1624912,51.8388938
675,False,4.0949073,51.8390162
676,False,4.1404048,51.8389608
677,False,4.1480379,51.8389793
678,False,4.1512061,51.8389467
679,False,4.1522213,51.8389901
680,False,4.1531513,51.8390576
681,False,4.1411433,51.8390039
682,False,4.151447,51.8390658
683,False,4.1711349,51.8391338
684,False,4.1386642,51.8391697
685,False,4.0932779,51.8393158
686,False,4.1300043,51.8391981
687,False,4.1487738,51.8392409
688,False,4.1518689,51.8392511
689,False,4.0942731,51.8392598
690,False,4.1317319,51.8393283
691,False,4.1329365,51.839419
692,False,4.1443915,51.8393414
693,False,4.1550784,51.8394044
694,False,4.1678971,51.8394133
695,False,4.1333417,51.8394496
696,False,4.1460422,51.8394985
697,False,4.1520163,51.8394768
698,False,4.1372397,51.8396033
699,False,4.1537901,51.8395807
700,False,4.1554999,51.8396582
701,False,4.0916858,51.8395554
702,False,4.141033,51.839714
703,False,4.1472434,51.8396699
704,False,4.1527045,51.8396327
705,False,4.1428305,51.8397723
706,False,4.1493362,51.8397298
707,False,4.1536588,51.8398014
708,False,4.1558256,51.8397963
709,False,4.1687819,51.8397392
710,False,4.1280803,51.8399292
711,False,4.1490817,51.8399782
712,False,4.1500096,51.8399509
713,False,4.1529712,51.8399779
714,False,4.1269734,51.8400764
715,False,4.1371947,51.8400314
716,False,4.145683,51.840083
717,False,4.1673,51.8401
718,False,4.1287191,51.8401418
719,False,4.1387859,51.8401292
720,False,4.1400142,51.8400418
721,False,4.1409753,51.8401899
722,False,4.1465168,51.8402299
723,False,4.148213,51.8401476
724,False,4.1504912,51.8402142
725,False,4.1550095,51.8401556
726,False,4.1298603,51.8402802
727,False,4.1409568,51.840265
728,False,4.1445294,51.8402692
729,False,4.1553346,51.840242
730,False,4.1262159,51.8404226
731,False,4.1303422,51.8403136
732,False,4.1307861,51.8403446
733,False,4.1354,51.8403359
734,False,4.1397043,51.8402989
735,False,4.1401676,51.8403914
736,False,4.1449256,51.8403686
737,False,4.1680217,51.8404123
738,False,4.1323992,51.8404552
739,False,4.1421,51.8405
740,False,4.1454233,51.8404844
741,False,4.1490585,51.8404739
742,False,4.1532939,51.8404112
743,False,4.1575349,51.84052
744,False,4.1757422,51.8410268
745,False,4.125358,51.8405859
746,False,4.1291882,51.8405309
747,False,4.1340663,51.8405687
748,False,4.1404035,51.8405303
749,False,4.1479424,51.8405696
750,False,4.1553306,51.8406517
751,False,4.1345688,51.8405604
752,False,4.1371178,51.8406071
753,False,4.1408678,51.8406892
754,False,4.1458732,51.8405938
755,False,4.1483169,51.8406512
756,False,4.1522571,51.8406893
757,False,4.1564772,51.8407288
758,False,4.1268525,51.8407623
759,False,4.1468029,51.8408421
760,False,4.1498473,51.8408239
761,False,4.1582951,51.8408234
762,False,4.0840338,51.8409378
763,False,4.1261941,51.8408648
764,False,4.1286239,51.8408029
765,False,4.144623,51.8408259
766,False,4.1472038,51.8409382
767,False,4.0984417,51.8409771
768,False,4.1330153,51.8409821
769,False,4.1445176,51.8409663
770,False,4.1452197,51.8409816
771,False,4.1487,51.841
772,False,4.1570278,51.8409733
773,False,4.1586677,51.8409943
774,False,4.1138475,51.8410233
775,False,4.1249216,51.8411074
776,False,4.1252986,51.8410325
777,False,4.1338592,51.8410454
778,False,4.13477,51.8408173
779,False,4.1419483,51.8411091
780,False,4.1451648,51.8410693
781,False,4.1556227,51.8410558
782,False,4.1613196,51.8411445
783,False,4.1403,51.8411301
784,False,4.1451104,51.841168
785,False,4.1460738,51.8411908
786,False,4.1495521,51.8411951
787,False,4.1559632,51.8411924
788,False,4.1727901,51.8410887
789,False,4.0944721,51.8400077
790,False,4.1331297,51.8410458
791,False,4.1334862,51.8412596
792,False,4.1582225,51.8413177
793,False,4.1645199,51.8411059
794,False,4.144722,51.8413561
795,False,4.1469452,51.8413633
796,False,4.1483141,51.8413345
797,False,4.1532283,51.8413736
798,False,4.1563222,51.8413364
799,False,4.1300379,51.8413899
800,False,4.1321448,51.8414743
801,False,4.1355802,51.8414226
802,False,4.139248,51.8414757
803,False,4.1435978,51.841454
804,False,4.1458598,51.8415234
805,False,4.1486864,51.8414168
806,False,4.1566724,51.8414768
807,False,4.1370152,51.8415612
808,False,4.1386544,51.8416356
809,False,4.1398669,51.8415218
810,False,4.150796,51.8415557
811,False,4.1530279,51.8415779
812,False,4.1599639,51.8415781
813,False,4.1321844,51.84166
814,False,4.1440534,51.8416323
815,False,4.1601592,51.8416602
816,False,4.1380877,51.8417809
817,False,4.1414092,51.8417624
818,False,4.1537869,51.8417423
819,False,4.174271,51.8417664
820,False,4.1388164,51.8418416
821,False,4.139763,51.841911
822,False,4.1479451,51.8419354
823,False,4.1570697,51.8418248
824,False,4.1619958,51.8418813
825,False,4.163014,51.841716
826,False,4.1351324,51.8419416
827,False,4.1448982,51.8420087
828,False,4.145433,51.8419518
829,False,4.1501782,51.8419436
830,False,4.1577428,51.8419803
831,False,4.1710704,51.8419772
832,False,4.1488049,51.8421373
833,False,4.1545299,51.8420619
834,False,4.1581127,51.842073
835,False,4.1369715,51.8421576
836,False,4.1382972,51.8421428
837,False,4.1396785,51.8422341
838,False,4.1477972,51.8421614
839,False,4.1365838,51.8420571
840,False,4.1410994,51.8423579
841,False,4.1456504,51.8422503
842,False,4.1552051,51.8423505
843,False,4.1622149,51.8423199
844,False,4.1636152,51.8423548
845,False,4.1752538,51.8422764
846,False,4.1641011,51.84244
847,False,4.1556024,51.8425209
848,False,4.1559389,51.8425047
849,False,4.158392,51.8425324
850,False,4.1611825,51.8425647
851,False,4.083554,51.8425386
852,False,4.1530996,51.8427184
853,False,4.1542326,51.8426396
854,False,4.1635592,51.8425865
855,False,4.1532399,51.8427593
856,False,4.1564938,51.8427424
857,False,4.1609553,51.8427833
858,False,4.1493973,51.8427305
859,False,4.1496383,51.8427805
860,False,4.1582677,51.8427546
861,False,4.1612493,51.8428196
862,False,4.1148702,51.8429293
863,False,4.1538845,51.8429345
864,False,4.1590996,51.8429445
865,False,4.164885,51.8428688
866,False,4.1444368,51.8429196
867,False,4.1495903,51.8428603
868,False,4.1571425,51.8430064
869,False,4.1623763,51.8430957
870,False,4.1441973,51.8431478
871,False,4.1555751,51.8432082
872,False,4.157465,51.8431417
873,False,4.1614434,51.8432245
