,trip_number,start_time,time
0,1001,21660,06:01:00
1,1003,23460,06:31:00
2,1005,25260,07:01:00
3,1007,27060,07:31:00
4,1009,28860,08:01:00
5,1011,30660,08:31:00
6,1013,34860,09:41:00
