,trip_number,start_time,time
0,6001,31020,08:37:00
1,6003,34620,09:37:00
2,6005,38220,10:37:00
3,6007,41820,11:37:00
4,6009,45420,12:37:00
5,6011,47040,13:04:00
6,6013,48840,13:34:00
7,6015,50640,14:04:00
8,6017,52440,14:34:00
9,6019,54240,15:04:00
10,6021,56040,15:34:00
11,6023,57840,16:04:00
12,6025,59640,16:34:00
13,6027,61440,17:04:00
14,6029,63240,17:34:00
15,6031,66840,18:34:00
16,6033,70440,19:34:00
17,6035,74040,20:34:00
18,6037,77640,21:34:00
19,6039,81240,22:34:00
